,Name,Year of release,Rating,Genre,imdb Url,votes,MovieID,Adventure,Drama,Comedy,Animation,Sci-fi,Thriller,Action,Mystery
220,BoJack Horseman,(2014– ),8.5,"
Animation, Comedy, Drama            ",http://www.imdb.com/title/tt3398228/?ref_=adv_li_tt,"65,388",148,0,1,1,1,0,0,0,0
221,Bob's Burgers,(2011– ),8.1,"
Animation, Comedy            ",http://www.imdb.com/title/tt1561755/?ref_=adv_li_tt,"54,400",149,0,0,1,1,0,0,0,0
222,Smallfoot,(2018),6.7,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt6182908/?ref_=adv_li_tt,"18,229",150,1,0,1,1,0,0,0,0
223,How to Train Your Dragon 2,(2014),7.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1646971/?ref_=adv_li_tt,"266,329",151,1,0,0,1,0,0,1,0
224,South Park,(1997– ),8.7,"
Animation, Comedy            ",http://www.imdb.com/title/tt0121955/?ref_=adv_li_tt,"294,900",152,0,0,1,1,0,0,0,0
225,Coco,(I) (2017),8.4,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt2380307/?ref_=adv_li_tt,"254,992",153,1,0,1,1,0,0,0,0
226,The Incredibles,(2004),8.0,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0317705/?ref_=adv_li_tt,"586,010",154,1,0,0,1,0,0,1,0
227,Gen: Lock,(2019– ),8.8,"
Animation, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt7945066/?ref_=adv_li_tt,192,155,1,0,0,1,0,0,0,0
228,Christopher Robin,(2018),7.4,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt4575576/?ref_=adv_li_tt,"40,875",156,1,0,1,1,0,0,0,0
229,Frozen,(I) (2013),7.5,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt2294629/?ref_=adv_li_tt,"506,191",157,1,0,1,1,0,0,0,0
230,Pokémon Detective Pikachu,(2019),,"
Animation, Adventure, Family            ",http://www.imdb.com/title/tt5884052/?ref_=adv_li_tt,,158,1,0,0,1,0,0,0,0
231,The Lego Movie,(2014),7.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1490017/?ref_=adv_li_tt,"295,394",159,1,0,0,1,0,0,1,0
233,Archer,(2009– ),8.7,"
Animation, Action, Comedy            ",http://www.imdb.com/title/tt1486217/?ref_=adv_li_tt,"120,700",160,0,0,1,1,0,0,1,0
234,Frozen 2,(2019),,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt4520988/?ref_=adv_li_tt,,161,1,0,1,1,0,0,0,0
235,Moana,(I) (2016),7.6,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt3521164/?ref_=adv_li_tt,"215,123",162,1,0,1,1,0,0,0,0
236,Sonic the Hedgehog,(2019),,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt3794354/?ref_=adv_li_tt,,163,1,0,0,1,0,0,1,0
237,Avatar: The Last Airbender,(2003–2008),9.2,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0417299/?ref_=adv_li_tt,"182,476",164,1,0,0,1,0,0,1,0
238,Steven Universe,(2013– ),8.3,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt3061046/?ref_=adv_li_tt,"20,234",165,1,0,0,1,0,0,1,0
239,The Addams Family,(2019),,"
Animation, Comedy, Family            ",http://www.imdb.com/title/tt1620981/?ref_=adv_li_tt,,166,0,0,1,1,0,0,0,0
240,Tangled,(2010),7.8,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt0398286/?ref_=adv_li_tt,"357,612",167,1,0,1,1,0,0,0,0
241,Toy Story,(1995),8.3,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt0114709/?ref_=adv_li_tt,"772,921",168,1,0,1,1,0,0,0,0
242,Toy Story 3,(2010),8.3,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt0435761/?ref_=adv_li_tt,"666,002",169,1,0,1,1,0,0,0,0
243,Hercules,(1997),7.3,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt0119282/?ref_=adv_li_tt,"177,524",170,1,0,1,1,0,0,0,0
244,American Dad!,(2005– ),7.4,"
Animation, Comedy            ",http://www.imdb.com/title/tt0397306/?ref_=adv_li_tt,"104,091",171,0,0,1,1,0,0,0,0
245,King of the Hill,(1997–2010),7.3,"
Animation, Comedy, Drama            ",http://www.imdb.com/title/tt0118375/?ref_=adv_li_tt,"41,202",172,0,1,1,1,0,0,0,0
246,Sen to Chihiro no kamikakushi,(2001),8.6,"
Animation, Adventure, Family            ",http://www.imdb.com/title/tt0245429/?ref_=adv_li_tt,"541,628",173,1,0,0,1,0,0,0,0
247,Wreck-It Ralph,(2012),7.7,"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt1772341/?ref_=adv_li_tt,"332,534",174,1,0,1,1,0,0,0,0
248,Kimi no na wa.,(2016),8.4,"
Animation, Drama, Fantasy            ",http://www.imdb.com/title/tt5311514/?ref_=adv_li_tt,"122,181",175,0,1,0,1,0,0,0,0
249,Shingeki no kyojin,(2013– ),8.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt2560140/?ref_=adv_li_tt,"105,931",176,1,0,0,1,0,0,1,0
250,"Extremely Wicked, Shockingly Evil, and Vile",(2019),8.0,"
Biography, Crime, Thriller            ",http://www.imdb.com/title/tt2481498/?ref_=adv_li_tt,358,177,0,0,0,0,0,1,0,0
256,Velvet Buzzsaw,(2019),5.9,"
Horror, Mystery, Thriller            ",http://www.imdb.com/title/tt7043012/?ref_=adv_li_tt,"13,949",178,0,0,0,0,0,1,0,1
265,Suspiria,(I) (2018),7.0,"
Fantasy, Horror, Mystery            ",http://www.imdb.com/title/tt1034415/?ref_=adv_li_tt,"21,793",179,0,0,0,0,0,0,0,1
267,Split,(IX) (2016),7.3,"
Horror, Thriller            ",http://www.imdb.com/title/tt4972582/?ref_=adv_li_tt,"328,165",180,0,0,0,0,0,1,0,0
273,The Blacklist,(2013– ),8.1,"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2741602/?ref_=adv_li_tt,"151,307",181,0,1,0,0,0,0,0,1
279,Luther,(2010– ),8.5,"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1474684/?ref_=adv_li_tt,"100,909",182,0,1,0,0,0,0,0,1
280,Breaking Bad,(2008–2013),9.5,"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0903747/?ref_=adv_li_tt,"1,156,207",183,0,1,0,0,0,1,0,0
281,Law & Order: Special Victims Unit,(1999– ),8.0,"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0203259/?ref_=adv_li_tt,"66,511",184,0,1,0,0,0,0,0,1
282,Bad Times at the El Royale,(2018),7.2,"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt6628394/?ref_=adv_li_tt,"62,673",185,0,1,0,0,0,0,0,1
284,It: Chapter Two,(2019),,"
Horror, Thriller            ",http://www.imdb.com/title/tt7349950/?ref_=adv_li_tt,,186,0,0,0,0,0,1,0,0
287,Black Earth Rising,(2018– ),6.9,"
Thriller            ",http://www.imdb.com/title/tt7660730/?ref_=adv_li_tt,"1,568",187,0,0,0,0,0,1,0,0
289,The Sinner,(2017– ),8.0,"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt6048596/?ref_=adv_li_tt,"51,723",188,0,1,0,0,0,0,0,1
290,Tin Star,(2017– ),7.3,"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt4607112/?ref_=adv_li_tt,"7,522",189,0,1,0,0,0,1,0,0
291,Ozark,(2017– ),8.3,"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt5071412/?ref_=adv_li_tt,"98,566",190,0,1,0,0,0,1,0,0
295,The Haunting of Hill House,(2018– ),8.8,"
Drama, Horror, Mystery            ",http://www.imdb.com/title/tt6763664/?ref_=adv_li_tt,"99,827",191,0,1,0,0,0,0,0,1
296,American Horror Story,(2011– ),8.1,"
Drama, Horror, Thriller            ",http://www.imdb.com/title/tt1844624/?ref_=adv_li_tt,"245,066",192,0,1,0,0,0,1,0,0
298,Climax,(I) (2018),7.5,"
Drama, Horror, Music            ",http://www.imdb.com/title/tt8359848/?ref_=adv_li_tt,"9,812",193,0,1,0,0,0,0,0,0
